credit_score,annual_income,loan_amount,employment_length_years,debt_to_income_ratio,num_previous_defaults,loan_term_months,interest_rate,home_ownership,loan_purpose,default
327,44756.5,19022.92,6.8,0.36,0,36,18.94,RENT,credit_card,1
383,52570.72,39789.09,0.1,0.211,0,36,19.37,OWN,debt_consolidation,1
722,63460.75,18592.04,1.4,0.24,1,36,10.47,OWN,credit_card,0
493,35124.53,5766.8,19.6,0.26,3,36,14.8,MORTGAGE,credit_card,0
635,53485.68,44325.4,9.2,0.133,2,36,14.16,MORTGAGE,credit_card,0
611,55464.36,22985.72,2.3,0.399,0,36,12.54,RENT,debt_consolidation,0
603,24359.19,16064.34,1.2,0.358,1,36,14.55,MORTGAGE,home_improvement,0
527,54924.42,40319.31,0.3,0.213,0,60,17.52,RENT,other,0
566,48021.64,41805.75,4.6,0.168,0,36,12.3,RENT,debt_consolidation,0
753,51973.27,22859.4,0.1,0.285,3,60,9.41,RENT,major_purchase,0
831,49813.1,14495.52,0.0,0.177,0,60,8.73,RENT,debt_consolidation,0
441,55084.65,22235.89,7.6,0.349,0,36,17.36,MORTGAGE,debt_consolidation,0
668,89483.05,10648.41,1.4,0.121,0,36,13.64,RENT,home_improvement,0
834,28831.44,22042.48,0.8,0.398,0,60,7.66,RENT,major_purchase,0
304,42025.48,11094.97,1.8,0.18,1,36,21.49,MORTGAGE,major_purchase,0
732,66169.73,28376.92,1.6,0.513,0,36,9.39,RENT,debt_consolidation,0
573,60865.19,34435.12,1.7,0.198,0,60,12.17,MORTGAGE,debt_consolidation,0
833,60278.6,43654.82,0.3,0.283,0,60,5.68,RENT,major_purchase,0
618,169246.2,38073.1,0.6,0.102,2,36,13.55,RENT,debt_consolidation,0
761,64625.28,4789.93,2.9,0.216,0,36,8.26,OWN,debt_consolidation,0
391,81545.96,10307.01,2.9,0.279,0,60,19.77,MORTGAGE,major_purchase,0
378,42694.17,24394.44,1.7,0.329,0,36,21.12,MORTGAGE,debt_consolidation,0
810,31356.89,12334.0,15.9,0.511,0,60,8.5,MORTGAGE,credit_card,0
590,42555.19,1632.07,14.8,0.076,1,36,14.04,OWN,other,1
607,67533.7,34210.8,1.0,0.479,0,60,12.4,MORTGAGE,home_improvement,0
393,58869.15,16741.97,10.5,0.319,0,60,19.51,RENT,credit_card,0
424,58774.49,3908.4,9.9,0.08,0,60,18.68,MORTGAGE,credit_card,1
750,44513.38,23388.8,6.9,0.544,0,60,8.14,MORTGAGE,debt_consolidation,0
467,41431.17,43997.18,11.3,0.306,0,36,17.59,OWN,major_purchase,0
621,45209.58,30855.7,3.2,0.231,3,36,11.69,MORTGAGE,credit_card,0
474,67915.12,7985.71,3.6,0.511,2,60,16.92,RENT,major_purchase,1
445,71562.56,23629.01,9.5,0.045,2,36,17.07,MORTGAGE,other,0
391,31169.37,40675.79,7.1,0.423,0,36,18.79,RENT,credit_card,1
812,69082.32,3386.72,1.5,0.081,3,36,8.21,MORTGAGE,debt_consolidation,0
817,36577.02,29067.3,0.4,0.276,0,36,8.05,RENT,major_purchase,0
363,60537.29,32736.01,1.4,0.306,0,36,19.96,RENT,debt_consolidation,1
494,44963.91,31976.51,0.1,0.192,2,36,17.87,OWN,debt_consolidation,0
610,99171.39,7607.5,4.0,0.105,1,36,13.87,MORTGAGE,debt_consolidation,0
511,40613.93,40920.26,4.7,0.177,0,60,16.58,MORTGAGE,other,0
697,53123.53,15179.94,6.6,0.335,0,36,10.37,OWN,home_improvement,0
443,64406.31,3276.65,1.2,0.435,0,36,18.64,MORTGAGE,home_improvement,0
332,33081.14,4661.72,11.6,0.114,0,36,20.55,RENT,debt_consolidation,0
485,47439.68,21133.4,11.9,0.116,1,60,16.89,RENT,credit_card,0
629,43479.15,2759.21,2.4,0.261,0,36,13.92,MORTGAGE,debt_consolidation,0
399,38901.34,35300.31,12.9,0.131,0,36,20.23,MORTGAGE,debt_consolidation,0
749,40220.2,39096.23,4.6,0.119,0,36,8.24,RENT,home_improvement,0
306,80854.5,1588.42,10.7,0.069,0,60,23.15,MORTGAGE,debt_consolidation,0
337,37445.89,36640.59,8.9,0.393,0,60,19.47,MORTGAGE,major_purchase,0
580,63252.1,44173.08,0.0,0.505,0,36,13.82,MORTGAGE,home_improvement,0
582,56475.81,2336.2,3.6,0.207,0,36,15.18,MORTGAGE,credit_card,0
462,26143.58,32898.56,2.5,0.468,0,36,16.33,MORTGAGE,credit_card,0
442,61921.72,44960.14,1.3,0.173,0,36,18.26,RENT,credit_card,1
338,25949.8,36073.22,0.5,0.385,0,36,21.46,RENT,debt_consolidation,1
665,65032.43,23235.71,17.4,0.288,0,60,12.93,MORTGAGE,home_improvement,0
508,39017.43,39932.21,3.8,0.21,0,60,15.37,RENT,home_improvement,0
365,49205.73,32149.03,1.9,0.133,2,36,21.13,RENT,debt_consolidation,1
520,27380.16,13867.87,10.3,0.224,1,36,14.77,RENT,other,0
816,51796.2,10870.07,0.8,0.097,0,36,6.57,MORTGAGE,credit_card,0
443,74393.79,23551.95,15.8,0.074,0,36,17.85,MORTGAGE,home_improvement,0
792,34093.62,17411.58,2.2,0.219,0,36,7.55,RENT,credit_card,0
442,37300.98,15496.59,0.2,0.354,0,36,19.04,MORTGAGE,debt_consolidation,0
402,60148.96,8828.69,1.1,0.295,0,36,21.95,RENT,other,1
443,60829.38,38192.58,0.7,0.205,0,60,17.85,RENT,major_purchase,0
478,16393.16,32020.64,15.0,0.357,0,36,16.87,RENT,debt_consolidation,0
366,121410.53,15578.14,9.1,0.501,1,60,22.14,RENT,credit_card,1
623,62183.75,11457.35,1.3,0.29,0,36,15.5,RENT,major_purchase,0
483,67078.13,6638.07,1.4,0.196,1,36,16.5,RENT,home_improvement,0
695,45954.49,5950.57,10.9,0.345,0,36,10.9,RENT,home_improvement,0
570,21270.81,28521.04,0.3,0.13,0,36,12.55,MORTGAGE,major_purchase,0
543,66411.46,5787.96,4.1,0.522,0,60,14.03,MORTGAGE,debt_consolidation,0
559,38012.31,43249.36,4.6,0.118,0,36,12.52,RENT,major_purchase,0
386,62615.57,13281.94,0.0,0.101,0,60,19.14,RENT,other,1
692,44424.19,2135.41,5.5,0.256,0,36,12.61,MORTGAGE,debt_consolidation,0
357,54563.35,38634.51,0.2,0.255,0,36,19.31,MORTGAGE,other,1
697,34587.64,17173.85,7.0,0.256,0,36,9.7,MORTGAGE,other,0
850,72328.61,16090.5,3.3,0.294,0,36,6.57,MORTGAGE,credit_card,0
720,28716.57,6219.31,2.5,0.357,0,36,7.9,RENT,major_purchase,0
550,134659.71,30058.57,2.8,0.175,1,60,15.13,RENT,debt_consolidation,0
473,134198.71,16786.91,12.8,0.195,0,60,13.97,MORTGAGE,home_improvement,0
780,102202.85,37211.76,1.9,0.138,0,60,7.73,RENT,credit_card,0
441,87026.29,28747.21,0.2,0.132,0,36,16.03,RENT,credit_card,0
565,47190.75,39716.14,27.7,0.308,1,60,13.42,OWN,other,1
724,82863.17,28392.69,0.5,0.475,0,36,9.53,RENT,home_improvement,0
808,46944.46,35288.24,1.1,0.528,2,60,7.09,MORTGAGE,major_purchase,0
807,24365.34,31647.73,0.9,0.496,0,60,7.02,OWN,debt_consolidation,0
348,96417.27,21354.07,4.4,0.09,0,36,23.31,RENT,home_improvement,1
794,81468.44,31301.66,1.4,0.226,0,60,8.51,OWN,debt_consolidation,0
362,48334.33,30199.15,3.6,0.133,1,36,18.19,MORTGAGE,debt_consolidation,1
622,28244.87,1294.96,6.5,0.123,0,60,10.97,MORTGAGE,major_purchase,0
812,37654.57,31740.07,1.9,0.205,0,60,8.72,RENT,credit_card,0
660,21600.78,12535.02,5.4,0.148,2,36,11.54,RENT,debt_consolidation,1
822,75003.22,24840.2,8.1,0.386,0,36,8.34,MORTGAGE,credit_card,0
489,23825.48,5898.63,0.8,0.242,0,60,17.75,RENT,home_improvement,0
473,55774.6,2012.99,7.5,0.235,0,36,16.64,MORTGAGE,major_purchase,0
479,33534.77,1665.27,0.3,0.738,0,60,16.99,OWN,debt_consolidation,1
495,25796.23,7960.56,2.9,0.3,0,36,15.63,OWN,debt_consolidation,0
676,54571.1,1875.27,1.1,0.436,0,36,12.22,RENT,home_improvement,0
549,42183.75,6825.49,0.6,0.307,0,60,14.93,MORTGAGE,credit_card,0
706,71480.87,25603.64,1.5,0.274,2,36,11.67,RENT,home_improvement,0
529,27710.8,18612.0,3.8,0.33,0,60,14.54,RENT,debt_consolidation,0
469,34863.94,44152.92,5.1,0.118,0,36,16.77,RENT,home_improvement,0
404,16740.08,36582.55,6.6,0.189,0,60,18.33,MORTGAGE,debt_consolidation,1
603,18343.75,7458.13,13.9,0.448,3,36,15.0,RENT,credit_card,0
795,110104.65,19338.73,4.0,0.633,3,60,7.56,RENT,other,0
773,125193.92,19962.72,2.7,0.05,0,36,8.12,RENT,debt_consolidation,0
439,51109.56,16933.14,16.4,0.257,0,60,17.73,RENT,debt_consolidation,1
563,33835.88,22805.95,1.7,0.188,0,60,15.76,RENT,home_improvement,0
688,42860.16,30474.48,1.3,0.06,0,36,14.29,MORTGAGE,debt_consolidation,0
637,72628.19,29199.15,3.9,0.175,0,60,15.21,MORTGAGE,credit_card,0
337,38891.26,16712.36,2.2,0.03,0,36,21.78,OWN,credit_card,0
625,54553.4,32022.01,0.3,0.48,0,36,11.4,RENT,major_purchase,0
321,48740.22,13737.36,0.9,0.129,2,36,20.69,RENT,debt_consolidation,1
364,37950.36,37760.59,5.3,0.122,0,36,20.5,MORTGAGE,other,1
660,38685.23,43432.37,6.9,0.256,0,60,8.74,MORTGAGE,home_improvement,0
356,55937.73,13968.41,3.7,0.129,1,36,19.59,OWN,major_purchase,0
486,31583.82,35526.3,0.1,0.204,0,36,17.64,MORTGAGE,credit_card,0
624,60070.74,36790.74,1.6,0.238,3,60,10.65,OWN,debt_consolidation,0
661,39647.75,22593.59,4.0,0.074,0,36,12.14,RENT,major_purchase,0
545,51912.52,4860.88,1.7,0.332,0,60,14.21,OWN,credit_card,0
351,91380.11,35592.0,3.2,0.145,0,36,19.75,RENT,credit_card,0
740,45447.52,18929.04,1.4,0.335,0,36,9.9,OWN,credit_card,0
823,74154.94,10155.14,5.7,0.183,0,60,8.68,RENT,debt_consolidation,0
789,21885.62,28572.61,1.8,0.071,0,60,7.69,RENT,debt_consolidation,0
712,39669.45,20225.28,3.5,0.045,0,36,11.66,MORTGAGE,other,0
521,49635.42,4853.19,1.6,0.27,0,36,15.97,RENT,credit_card,0
782,116482.79,44281.68,0.8,0.541,1,36,6.62,MORTGAGE,credit_card,0
568,20292.8,11765.12,0.1,0.13,0,60,15.53,RENT,debt_consolidation,0
375,46943.76,23482.46,8.1,0.093,0,36,21.39,MORTGAGE,major_purchase,0
768,94420.17,30360.68,5.8,0.391,0,36,8.86,MORTGAGE,other,0
476,34431.97,6063.93,2.3,0.508,3,60,15.35,MORTGAGE,debt_consolidation,0
817,44543.55,33534.04,15.7,0.302,0,36,5.18,MORTGAGE,home_improvement,0
502,56913.2,29524.71,8.3,0.104,0,60,16.69,RENT,other,0
779,53264.69,22725.13,4.7,0.096,0,36,8.63,MORTGAGE,other,0
595,99170.58,24246.52,2.8,0.566,0,36,14.27,MORTGAGE,home_improvement,0
557,59982.8,43010.98,3.6,0.549,0,36,11.9,MORTGAGE,credit_card,0
463,89098.5,41079.5,4.9,0.377,3,36,16.22,MORTGAGE,debt_consolidation,1
760,41689.15,5927.27,2.0,0.023,0,36,7.93,MORTGAGE,credit_card,0
333,35128.34,17225.09,4.7,0.436,1,36,22.33,RENT,major_purchase,1
558,44286.03,23737.94,0.7,0.387,0,36,14.52,RENT,debt_consolidation,0
503,29097.39,41478.94,11.7,0.108,0,36,17.46,MORTGAGE,debt_consolidation,0
599,60936.05,36928.79,3.7,0.224,0,60,12.12,RENT,major_purchase,0
440,41206.65,18005.24,0.5,0.355,0,36,15.71,RENT,other,0
666,36231.89,39993.26,13.0,0.347,2,36,12.37,RENT,debt_consolidation,0
512,61352.81,17638.94,2.4,0.276,0,60,15.57,OWN,debt_consolidation,0
403,29299.56,12932.49,0.5,0.416,0,36,19.07,MORTGAGE,credit_card,0
408,69336.45,27835.28,0.2,0.035,0,36,17.37,OWN,other,0
683,39527.35,16659.68,12.8,0.627,0,36,11.03,RENT,debt_consolidation,0
444,82585.83,28385.93,1.2,0.303,0,36,18.07,RENT,debt_consolidation,0
469,41079.65,19026.1,2.9,0.162,0,36,17.11,OWN,other,0
645,65144.25,36013.84,1.8,0.319,0,36,12.77,MORTGAGE,credit_card,0
481,53146.26,42989.68,1.2,0.479,1,60,17.68,OWN,credit_card,0
513,68511.43,12893.6,4.9,0.231,0,60,17.32,RENT,credit_card,0
434,51507.16,23440.44,1.5,0.301,0,36,18.19,MORTGAGE,home_improvement,0
490,23189.88,32875.03,3.7,0.098,2,36,18.51,MORTGAGE,credit_card,1
681,77184.74,7974.84,4.7,0.471,0,36,9.38,MORTGAGE,debt_consolidation,0
594,47124.23,36019.87,10.2,0.426,0,36,14.57,RENT,debt_consolidation,0
849,69932.25,26650.77,0.2,0.516,0,36,6.09,MORTGAGE,debt_consolidation,0
725,66877.04,7588.58,3.0,0.471,0,60,9.51,MORTGAGE,debt_consolidation,0
309,34614.11,39202.1,0.7,0.212,0,36,21.21,MORTGAGE,debt_consolidation,0
508,32478.77,19774.86,4.8,0.524,0,36,16.61,MORTGAGE,other,0
459,65835.19,8771.25,6.5,0.37,1,60,19.61,RENT,debt_consolidation,0
623,42767.68,9597.44,1.1,0.633,0,36,14.19,RENT,other,0
446,74711.79,35562.28,3.3,0.295,0,60,18.84,RENT,other,1
832,45243.29,42171.51,6.2,0.222,1,36,6.36,OWN,credit_card,0
464,77694.08,17643.0,1.6,0.504,0,60,19.2,MORTGAGE,debt_consolidation,0
587,59307.26,4468.44,4.6,0.428,0,36,14.16,RENT,other,0
367,55803.33,5436.22,3.8,0.068,0,36,18.8,MORTGAGE,home_improvement,1
801,41427.28,29797.05,9.2,0.381,0,36,6.45,RENT,debt_consolidation,0
802,54425.74,17313.08,4.1,0.241,0,36,9.34,MORTGAGE,debt_consolidation,0
737,83849.91,19749.79,1.7,0.371,1,36,10.65,RENT,major_purchase,0
493,47839.31,15830.08,1.7,0.402,0,60,17.91,RENT,major_purchase,0
332,62257.14,21483.7,7.7,0.108,3,60,21.26,MORTGAGE,debt_consolidation,1
691,50054.22,29316.18,11.4,0.57,0,36,9.61,OWN,debt_consolidation,0
536,51848.01,24810.12,1.1,0.305,0,36,13.02,RENT,major_purchase,0
845,106461.09,8226.62,15.6,0.302,0,36,5.15,RENT,major_purchase,0
684,84185.55,22616.7,2.1,0.134,3,36,9.07,MORTGAGE,credit_card,0
596,50804.07,21266.97,1.7,0.254,0,60,16.18,MORTGAGE,debt_consolidation,0
843,53987.31,25012.44,1.3,0.541,0,36,5.54,OWN,debt_consolidation,0
741,35744.74,5869.48,2.5,0.268,1,60,8.51,RENT,home_improvement,0
552,45349.88,7755.19,3.8,0.631,0,36,13.99,MORTGAGE,debt_consolidation,0
310,56343.89,24330.74,17.6,0.243,0,60,19.62,MORTGAGE,debt_consolidation,0
351,71881.64,13119.14,5.0,0.089,1,60,18.33,RENT,debt_consolidation,0
544,68675.61,28677.39,0.7,0.343,3,60,16.84,RENT,home_improvement,1
609,29757.41,17401.06,7.0,0.304,1,60,15.16,MORTGAGE,credit_card,0
316,76087.72,10712.33,0.8,0.108,0,36,22.97,RENT,other,1
369,47101.11,29881.37,6.0,0.059,0,36,20.61,OWN,debt_consolidation,0
688,31440.55,18331.94,1.7,0.09,0,36,9.26,RENT,other,0
714,89444.46,7934.95,2.1,0.281,0,36,11.51,MORTGAGE,credit_card,0
316,94700.59,36587.6,2.6,0.239,0,60,21.55,OWN,other,0
579,55198.23,19997.38,7.0,0.305,2,60,14.54,RENT,debt_consolidation,0
344,67437.54,41263.09,2.8,0.101,0,60,21.08,RENT,debt_consolidation,1
698,69241.26,9509.64,17.2,0.348,0,60,11.36,RENT,credit_card,0
759,91867.03,39559.41,2.1,0.056,1,36,9.83,MORTGAGE,debt_consolidation,0
779,68025.02,36900.04,0.5,0.175,0,60,7.9,RENT,debt_consolidation,0
629,26971.61,5572.3,13.2,0.331,0,36,13.69,MORTGAGE,credit_card,0
646,121105.03,24393.98,11.5,0.408,0,36,11.59,MORTGAGE,credit_card,0
810,79185.27,29762.05,2.2,0.064,0,36,8.39,RENT,credit_card,0
637,38976.5,22801.22,0.4,0.241,0,60,13.45,MORTGAGE,debt_consolidation,0
545,30843.11,18171.58,1.1,0.168,0,60,12.85,RENT,major_purchase,0
715,61522.98,42529.05,4.2,0.15,0,36,9.98,RENT,debt_consolidation,0
625,43251.32,31836.12,2.3,0.132,0,60,9.97,RENT,home_improvement,0
764,56868.56,43498.27,14.8,0.346,3,36,6.67,OWN,debt_consolidation,0
589,68496.17,38234.13,5.9,0.227,0,36,13.68,RENT,debt_consolidation,0
778,37990.87,36953.78,2.4,0.272,0,36,7.94,RENT,credit_card,0
324,29665.84,32927.82,0.2,0.333,0,36,21.0,MORTGAGE,debt_consolidation,1
320,58315.21,29427.49,26.5,0.395,0,36,22.22,RENT,debt_consolidation,1
354,38560.18,40021.93,2.9,0.23,2,60,19.99,MORTGAGE,other,1
606,52351.88,27990.03,8.9,0.295,2,36,11.71,RENT,credit_card,0
690,26782.48,4312.69,1.4,0.332,1,36,8.82,RENT,major_purchase,0
419,43761.85,26632.79,0.4,0.33,0,36,16.55,OWN,major_purchase,0
385,67624.68,5524.75,0.9,0.356,0,60,18.48,RENT,debt_consolidation,0
774,64387.17,42769.25,8.8,0.223,0,60,7.32,RENT,credit_card,0
713,34380.3,29453.43,0.7,0.27,0,60,11.69,MORTGAGE,home_improvement,0
657,28977.68,25448.44,13.4,0.019,0,60,11.83,MORTGAGE,major_purchase,0
569,49369.77,9704.13,8.6,0.132,1,36,12.96,MORTGAGE,other,0
531,63099.29,23693.75,4.5,0.121,1,36,16.3,MORTGAGE,debt_consolidation,0
311,58825.39,16071.36,1.1,0.341,0,60,22.65,MORTGAGE,home_improvement,1
403,38930.3,30716.99,0.7,0.294,0,60,18.49,RENT,credit_card,1
794,56051.21,27594.03,1.6,0.497,0,60,9.17,RENT,credit_card,0
486,96380.58,22969.51,5.1,0.328,3,36,17.84,RENT,debt_consolidation,1
688,53761.62,12120.6,3.0,0.298,0,36,10.35,MORTGAGE,other,0
687,23507.7,24132.7,3.3,0.246,0,36,10.7,MORTGAGE,home_improvement,0
470,53714.6,21314.66,7.6,0.229,2,36,16.65,RENT,home_improvement,1
412,122980.44,38455.7,2.1,0.127,1,36,19.41,MORTGAGE,other,0
681,27465.18,40350.84,4.3,0.079,0,60,8.17,RENT,debt_consolidation,0
351,49680.91,34406.96,1.4,0.266,0,60,21.67,RENT,home_improvement,0
572,44273.83,15064.16,2.5,0.493,0,36,12.38,MORTGAGE,credit_card,0
789,51182.21,2675.94,0.1,0.365,1,60,7.01,RENT,credit_card,0
691,53498.74,41714.78,0.1,0.335,0,60,13.16,RENT,major_purchase,0
721,81878.15,44648.54,0.6,0.572,0,36,9.38,MORTGAGE,debt_consolidation,0
345,50927.2,6588.91,1.1,0.294,0,60,21.15,MORTGAGE,other,1
410,87096.05,31167.11,0.3,0.207,3,36,19.34,RENT,credit_card,0
451,46492.9,19706.45,5.4,0.427,0,36,18.08,MORTGAGE,credit_card,0
461,41874.76,7534.9,9.8,0.195,0,36,16.85,MORTGAGE,credit_card,0
406,36274.4,44916.46,0.1,0.125,0,60,19.5,MORTGAGE,debt_consolidation,1
835,21640.26,42062.07,10.0,0.247,0,36,6.4,OWN,credit_card,0
390,55497.97,44234.79,0.0,0.141,0,60,17.34,MORTGAGE,home_improvement,0
690,123537.51,7331.44,1.0,0.392,0,36,9.31,OWN,debt_consolidation,0
623,60246.87,22644.68,12.6,0.072,1,36,12.45,MORTGAGE,debt_consolidation,0
636,66771.81,40414.06,3.0,0.385,0,60,12.9,RENT,major_purchase,0
418,40706.21,30706.97,0.1,0.395,1,36,19.26,RENT,credit_card,1
469,43916.7,20122.48,7.8,0.333,0,60,17.35,MORTGAGE,home_improvement,0
634,76350.41,23734.55,2.4,0.453,0,60,12.33,RENT,credit_card,0
464,121044.33,2698.47,5.3,0.337,0,36,17.12,MORTGAGE,debt_consolidation,0
682,95757.72,27906.76,6.7,0.098,0,36,11.32,MORTGAGE,credit_card,0
321,70428.98,38827.48,1.9,0.497,0,60,20.27,MORTGAGE,debt_consolidation,1
340,49802.37,1122.92,22.6,0.223,0,36,20.92,MORTGAGE,home_improvement,0
701,53872.4,8038.45,0.9,0.523,0,36,11.44,RENT,credit_card,0
639,34923.73,23791.57,17.2,0.314,0,60,12.3,OWN,credit_card,0
323,25548.26,25682.43,8.0,0.583,0,60,20.18,RENT,credit_card,1
795,29523.47,16107.5,0.7,0.329,0,36,6.43,MORTGAGE,home_improvement,0
302,50131.76,2229.12,0.0,0.215,0,36,23.51,RENT,major_purchase,1
826,42984.87,33718.4,1.3,0.116,2,60,6.55,RENT,debt_consolidation,0
701,25304.85,11688.71,0.7,0.094,1,36,8.62,MORTGAGE,debt_consolidation,0
844,48204.35,29361.4,0.3,0.552,0,60,4.98,RENT,debt_consolidation,0
822,42476.5,25602.46,6.7,0.362,0,60,4.81,RENT,home_improvement,0
472,28917.96,19956.88,7.7,0.206,0,36,15.03,RENT,debt_consolidation,0
716,41498.79,26972.74,0.4,0.167,3,60,10.25,RENT,major_purchase,0
416,42428.31,31581.7,0.7,0.625,0,36,17.93,RENT,credit_card,0
559,37142.36,26178.75,9.9,0.348,0,36,12.99,OWN,credit_card,0
432,74384.4,25531.12,3.3,0.418,0,60,19.65,RENT,credit_card,0
567,20820.52,20187.42,11.0,0.096,0,36,13.89,OWN,home_improvement,0
780,20058.14,19921.52,0.4,0.115,2,36,8.07,RENT,debt_consolidation,0
540,49093.34,22602.5,12.3,0.053,0,36,15.91,MORTGAGE,credit_card,0
350,51187.84,20891.43,2.2,0.46,0,36,18.74,OWN,major_purchase,1
478,58799.98,20317.08,3.0,0.474,0,36,15.27,MORTGAGE,home_improvement,0
733,38463.38,10256.28,2.2,0.36,0,36,9.43,MORTGAGE,debt_consolidation,0
587,32433.08,32892.87,0.0,0.194,0,36,9.65,MORTGAGE,other,0
608,48859.68,6849.91,0.7,0.455,0,36,15.48,OWN,other,0
537,40186.64,40983.26,2.1,0.127,0,36,15.56,RENT,credit_card,0
461,98516.78,28493.23,1.5,0.2,0,36,17.17,MORTGAGE,debt_consolidation,0
629,42365.84,3151.63,6.6,0.43,3,60,13.0,MORTGAGE,major_purchase,0
648,47861.5,29995.94,1.0,0.442,0,60,12.66,MORTGAGE,debt_consolidation,0
794,149333.62,16906.63,10.3,0.189,1,60,8.02,RENT,home_improvement,0
640,44907.4,41909.65,0.3,0.089,0,36,13.09,MORTGAGE,home_improvement,0
848,62960.99,42187.32,2.1,0.315,1,36,7.45,RENT,home_improvement,0
755,65567.75,38220.85,8.0,0.265,0,36,10.85,MORTGAGE,debt_consolidation,0
343,68127.13,25985.35,0.7,0.201,0,36,19.74,RENT,debt_consolidation,1
516,55841.31,41443.82,12.2,0.105,0,60,14.22,MORTGAGE,credit_card,0
511,53488.84,29591.56,3.7,0.209,0,36,14.36,RENT,credit_card,0
301,51284.84,39505.68,9.9,0.223,1,60,22.22,OWN,credit_card,1
399,37827.92,8042.34,2.8,0.276,1,36,16.91,MORTGAGE,home_improvement,0
719,56754.12,40783.93,4.0,0.517,0,60,8.12,OWN,debt_consolidation,0
494,122136.02,30109.99,4.2,0.334,0,36,16.99,RENT,home_improvement,0
381,84525.36,14344.05,3.8,0.047,0,36,19.06,OWN,debt_consolidation,0
458,56205.12,44903.8,2.7,0.371,0,60,17.23,MORTGAGE,credit_card,0
451,72050.56,31222.89,6.9,0.299,0,36,19.52,RENT,credit_card,1
396,33152.41,40970.31,9.9,0.069,0,36,20.41,OWN,credit_card,0
355,43598.13,1245.76,4.0,0.276,1,60,20.68,RENT,major_purchase,1
721,75096.74,25302.89,9.6,0.128,2,60,8.48,RENT,debt_consolidation,0
754,95724.09,32351.44,3.7,0.328,0,36,8.55,RENT,home_improvement,0
573,34651.98,1604.42,10.0,0.396,0,60,12.99,MORTGAGE,major_purchase,0
639,39434.06,34552.61,2.0,0.111,0,36,11.8,MORTGAGE,debt_consolidation,0
806,130825.43,29663.72,2.1,0.527,0,60,6.15,RENT,credit_card,0
764,51190.93,13089.42,3.4,0.253,0,36,8.57,MORTGAGE,debt_consolidation,0
317,111358.82,31313.58,0.2,0.235,0,60,21.1,MORTGAGE,major_purchase,1
825,53803.07,6759.65,11.6,0.101,0,36,5.58,MORTGAGE,debt_consolidation,0
336,54763.61,37257.64,5.4,0.165,0,60,19.41,OWN,other,0
314,42724.56,39113.91,3.4,0.17,0,60,23.5,RENT,debt_consolidation,1
522,74918.03,22360.98,0.1,0.006,0,60,14.64,MORTGAGE,major_purchase,0
710,90309.68,23327.46,5.1,0.361,0,36,11.29,MORTGAGE,major_purchase,0
344,30768.57,18690.39,0.1,0.074,0,60,20.52,MORTGAGE,debt_consolidation,1
461,41831.18,16194.7,0.6,0.133,0,36,17.38,RENT,home_improvement,0
444,73997.41,39407.52,4.1,0.484,0,36,17.89,MORTGAGE,debt_consolidation,0
518,46244.74,14414.42,0.7,0.415,0,60,15.25,RENT,debt_consolidation,0
843,39260.59,18725.4,1.5,0.027,0,36,6.14,RENT,credit_card,0
482,77210.75,14196.32,7.1,0.399,2,36,17.31,MORTGAGE,credit_card,0
415,80543.6,29895.36,40.0,0.097,0,60,17.07,MORTGAGE,debt_consolidation,0
367,40041.07,36825.61,5.0,0.354,0,60,19.77,MORTGAGE,major_purchase,0
409,53936.62,8230.78,8.2,0.146,0,36,18.81,RENT,home_improvement,0
373,28458.05,12208.67,1.6,0.173,0,36,20.61,OWN,home_improvement,0
616,32762.29,5580.74,1.9,0.189,0,36,12.25,MORTGAGE,home_improvement,0
531,51837.77,8048.09,9.5,0.259,0,60,14.98,MORTGAGE,credit_card,0
574,49718.53,18902.79,5.5,0.181,0,60,14.91,RENT,debt_consolidation,0
758,31726.44,35138.56,13.2,0.367,0,36,6.68,MORTGAGE,credit_card,0
619,35518.6,24831.19,2.3,0.226,0,36,14.01,MORTGAGE,major_purchase,0
385,30355.41,3344.16,2.6,0.469,0,60,18.45,RENT,other,1
507,60160.84,28503.82,6.2,0.421,2,36,17.19,MORTGAGE,debt_consolidation,0
472,20222.73,35993.38,2.8,0.039,0,36,18.45,RENT,home_improvement,0
755,31094.62,18312.58,0.5,0.422,0,36,8.29,OWN,debt_consolidation,0
469,21198.3,11780.55,12.1,0.018,1,60,18.23,OWN,debt_consolidation,1
376,59193.04,34613.26,7.7,0.326,0,36,19.3,MORTGAGE,debt_consolidation,0
705,21780.49,2051.87,0.3,0.554,1,60,9.3,RENT,other,0
536,49725.75,36886.01,4.9,0.907,0,60,15.55,MORTGAGE,home_improvement,1
352,102517.19,36387.42,4.0,0.202,0,36,21.49,RENT,debt_consolidation,0
680,104093.55,40071.38,11.0,0.181,2,36,9.74,MORTGAGE,major_purchase,0
415,21749.4,4937.12,2.4,0.533,0,36,16.52,MORTGAGE,debt_consolidation,0
778,56065.97,5741.37,0.7,0.054,0,60,8.29,MORTGAGE,debt_consolidation,0
758,31412.55,39401.12,5.4,0.273,0,60,10.6,RENT,debt_consolidation,0
503,28655.16,21911.56,3.6,0.413,0,60,16.02,RENT,credit_card,0
606,46580.56,18262.89,2.1,0.395,0,36,14.61,RENT,debt_consolidation,0
612,85197.81,26224.92,36.7,0.373,0,60,14.2,RENT,other,0
660,64205.65,3577.66,4.9,0.304,0,36,12.56,RENT,debt_consolidation,0
